doi,cluster,phase,note,year,tier,score,S_topo,N_link,direct,sim,nearest_known,generic,openalex
10.1111/j.1366-9516.2005.00159.x,evo,4,Long‐distance dispersal research: building a network of yellow brick roads,2005,2,3.027,3.027,4,1,0.069,Hamilton & May 1977,0,https://openalex.org/W1549062888
10.1007/bf00346412,forest,4,"Tree replacement in small canopy gaps of a Tsuga canadensis forest in the Southern Appalachians, Ten",1979,2,3.025,2.836,3,1,0.104,Matsuo 2021,0,https://openalex.org/W2036945364
10.1111/1365-2745.12121,light,4,Microclimate in forests with varying leaf area index and soil moisture: potential implications for s,2013,2,3.024,2.941,4,1,0.09,Helbach 2022,0,https://openalex.org/W2021682279
10.1111/1365-2745.13035,evo,4,Updates on mechanisms of maintenance of species diversity,2018,2,3.023,2.993,4,1,0.083,Helbach 2022,0,https://openalex.org/W2885393394
10.1007/978-94-017-7291-4_11,ms,4,"Remote Sensing of Vegetation: Potentials, Limitations, Developments and Applications",2015,2,3.022,2.166,3,1,0.192,Fang 2019 LAI review,0,https://openalex.org/W2324141062
10.1890/12-1850.1,light,4,Successional changes in functional composition contrast for dry and wet tropical forest,2013,2,3.021,2.051,2,0,0.207,Matsuo 2021,0,https://openalex.org/W2102733361
10.1139/cjfr-2016-0003,lai,4,Estimating light environment in forests with a new thresholding method for hemispherical photography,2016,2,3.02,2.452,3,1,0.154,Inoue 2014 bamboo LAI,0,https://openalex.org/W2471765397
10.1007/bf00410357,light,4,Photosynthetic responses to light variation in rainforest species,1986,2,3.02,2.626,4,0,0.131,Hirose 2005,0,https://openalex.org/W2330715513
10.1029/2008jg000781,forest,4,Remote sensing data assimilation for a prognostic phenology model,2008,2,3.02,2.475,5,0,0.151,Fang 2019 LAI review,0,https://openalex.org/W2165091437
10.2307/1940179,light,4,Partialling out the Spatial Component of Ecological Variation,1992,2,3.018,3.018,4,1,0.075,Legendre 1993,0,https://openalex.org/W1967075719
10.1126/science.1117715,evo,4,Nonrandom Processes Maintain Diversity in Tropical Forests,2006,2,3.018,2.677,4,0,0.124,Runkle 1982,0,https://openalex.org/W2161538543
10.1111/j.1365-2745.2009.01490.x,light,4,The stratification theory for plant coexistence promoted by one‐sided competition,2009,2,3.017,2.623,4,1,0.131,Pacala 1996 SORTIE,0,https://openalex.org/W2039169027
10.1016/j.tree.2018.12.012,light,4,Advances in Microclimate Ecology Arising from Remote Sensing,2019,2,3.016,2.774,3,1,0.111,Fang 2019 LAI review,0,https://openalex.org/W2909161788
10.1101/2024.10.17.618957,light,4,Self-pruning in tree crowns is influenced by functional strategies and neighborhood interactions,2024,2,3.016,2.539,4,1,0.142,Canham 1994,0,https://openalex.org/W4403595016
10.1016/j.rse.2006.07.014,lai,4,"Neural network estimation of LAI, fAPAR, fCover and LAI×Cab, from top of canopy MERIS reflectance da",2006,2,3.014,2.688,3,1,0.122,Fang 2019 LAI review,0,https://openalex.org/W2131126673
10.1111/j.1461-0248.2007.01041.x,forest,4,Resolving the biodiversity paradox,2007,2,3.014,2.802,3,1,0.107,Pacala 1996 SORTIE,0,https://openalex.org/W2143329577
10.1175/ei149.1,forest,4,Parameterization of Canopy Structure and Leaf-Level Gas Exchange for an Eastern Amazonian Tropical R,2005,2,3.014,2.681,5,0,0.123,Zhu 2016,0,https://openalex.org/W2147893540
10.1016/b978-0-12-813127-5.00004-7,field,4,Geostatistics and Gaussian process models,2020,2,3.013,2.013,3,1,0.274,Zhang 2004,0,https://openalex.org/W3001455335
10.1046/j.1461-0248.2003.00492.x,forest,4,Neighbour‐regulated mortality: the influence of positive and negative density dependence on tree pop,2003,2,3.012,3.012,5,0,0.071,Stephenson 2005,0,https://openalex.org/W2120325234
10.1086/285580,evo,4,Risks of Population Extinction from Demographic and Environmental Stochasticity and Random Catastrop,1993,2,3.012,3.012,4,0,0.071,Zhang 2004,0,https://openalex.org/W2065814595
10.1007/s100219900092,evo,4,Generation of Spatial Patterns in Boreal Forest Landscapes,1999,2,3.009,2.009,3,1,0.214,Leblanc 2005,0,https://openalex.org/W2037120152
10.1016/j.tree.2014.05.009,evo,4,Is dispersal neutral?,2014,2,3.009,2.009,3,1,0.488,Keitt 2000 spectral NLM,0,https://openalex.org/W2163855381
10.2307/2389630,forest,4,"Correlations Between Biomass Allocation, Relative Growth Rate and Light Environment in Tropical Fore",1991,2,3.009,2.448,3,1,0.153,Canham 1994,0,https://openalex.org/W2329292860
10.1109/tgrs.2015.2459716,lai,4,Improved Salient Feature-Based Approach for Automatically Separating Photosynthetic and Nonphotosynt,2015,2,3.009,3.009,4,1,0.079,Zhu 2016,0,https://openalex.org/W2245444544
10.1029/2005jd005952,lai,4,Simplifying the interaction of land surfaces with radiation for relating remote sensing products to ,2006,2,3.009,2.259,3,0,0.178,Fang 2019 LAI review,0,https://openalex.org/W1976312778
10.1016/j.jspi.2016.09.003,field,4,Model-based variance estimation in non-measurable spatial designs,2016,2,3.008,2.008,3,1,0.25,Zhang 2004,0,https://openalex.org/W2597935510
10.1111/j.1600-0587.1999.tb01276.x,stat,4,The potential contribution of vegetation ecology to biodiversity research,1999,2,3.008,2.728,4,1,0.116,Helbach 2022,0,https://openalex.org/W2129071660
10.1038/s41598-017-03574-3,forest,4,Adaptive Carbon Allocation by Plants Enhances the Terrestrial Carbon Sink,2017,2,3.008,2.682,4,1,0.122,Piper 2018,0,https://openalex.org/W2624318762
10.1890/07-1134.1,evo,4,Community assembly and shifts in plant trait distributions across an environmental gradient in coast,2009,2,3.008,2.667,3,0,0.124,Nicotra 1999,0,https://openalex.org/W1965719535
10.1002/ece3.3661,light,4,A holistic approach to determine tree structural complexity based on laser scanning data and fractal,2017,2,3.008,2.22,3,0,0.183,Ehbrecht 2021,0,https://openalex.org/W2769931815
10.2307/1939312,forest,4,Patch Formation and Maintenance in an Old‐Growth Hemlock‐Hardwood Forest,1993,2,3.006,2.908,4,1,0.092,Montgomery & Chazdon 2001,0,https://openalex.org/W2155935018
10.1201/9781420072884-c4,field,4,Likelihood-Based Methods,2010,2,3.006,3.006,4,1,0.0,,0,https://openalex.org/W2484334214
10.1111/btp.12704,light,4,Patterns in a species‐rich tropical understory plant community,2019,2,3.006,2.15,3,1,0.192,Montgomery & Chazdon 2001,0,https://openalex.org/W2974266709
10.1023/a:1004327224729,forest,4,A leaf-height-seed (LHS) plant ecology strategy scheme,1998,2,3.006,3.006,3,0,0.062,Bolker & Pacala 1999,0,https://openalex.org/W201316592
10.1007/bf02347653,forest,4,"Gap characteristics and gap regeneration in subalpine old‐growth coniferous forests, central Japan",1995,2,3.005,2.255,3,1,0.178,Runkle 1982,0,https://openalex.org/W1979236188
,field,4,Modeling and Prediction of Nonstationary Spatial Environmental Processes,2002,2,3.004,2.822,4,1,0.103,Wood & Chan 1994,0,https://openalex.org/W2521273326
10.1126/science.1133258,forest,4,Stability and Diversity of Ecosystems,2007,2,3.002,3.002,4,0,0.057,Montgomery & Chazdon 2001,0,https://openalex.org/W2021752782
10.1126/science.aam5678,evo,4,Plant diversity increases with the strength of negative density dependence at the global scale,2017,2,3.002,2.244,3,0,0.179,Piper 2018,0,https://openalex.org/W2728951461
10.3390/rs70201897,lai,4,Forest Canopy LAI and Vertical FAVD Profile Inversion from Airborne Full-Waveform LiDAR Data Based o,2015,2,3.001,2.766,4,1,0.11,Fang 2019 LAI review,0,https://openalex.org/W2088877029
10.1007/bf00045497,forest,4,The role of remnant forest trees in tropical secondary succession,1986,2,3.001,2.001,2,0,0.245,Matsuo 2021,0,https://openalex.org/W182288487
10.1016/0168-1923(89)90018-x,light,4,Analysis of forest light environments part I. Computerized estimation of solar radiation from hemisp,1989,2,2.999,1.999,3,0,0.372,Demarez 2008,0,https://openalex.org/W1998358915
10.1111/j.1365-3040.1995.tb00370.x,ms,4,A critical appraisal of a combined stomatal‐photosynthesis model for C3 plants,1995,2,2.997,2.709,4,0,0.117,Hirose 2005,0,https://openalex.org/W2126860661
10.1111/geb.12991,light,4,Seasonal drivers of understorey temperature buffering in temperate deciduous forests across Europe,2019,2,2.997,2.489,4,0,0.146,Piper 2018,0,https://openalex.org/W2969452551
10.2307/2348920,field,4,Spatial Linear Models with Autocorrelated Error Structure,1992,2,2.995,2.677,4,1,0.121,Legendre 1993,0,https://openalex.org/W2425743435
,light,4,Resource competition and community structure.,1982,2,2.994,2.206,3,1,0.183,Bolker & Pacala 1999,0,https://openalex.org/W1593658962
10.1111/ele.13388,forest,4,Defining a spectrum of integrative trait‐based vegetation canopy structural types,2019,2,2.993,2.379,3,1,0.16,Ehbrecht 2021,0,https://openalex.org/W2973367787
10.1191/0309133303pp360ra,lai,4,LiDAR remote sensing of forest structure,2003,2,2.993,2.41,3,0,0.156,Montgomery & Chazdon 2001,0,https://openalex.org/W2098919237
10.1890/0012-9658(2001)082[3479:tddrii]2.0.co;2,nlm,4,THE DIVERSITY–DISTURBANCE RELATIONSHIP: IS IT GENERALLY STRONG AND PEAKED?,2001,2,2.993,2.743,4,0,0.112,Helbach 2022,0,https://openalex.org/W2145537781
10.1007/bf02087112,stat,4,Effects of changing spatial resolution on the results of landscape pattern analysis using spatial au,1996,2,2.992,2.265,3,1,0.175,Liu 2018,0,https://openalex.org/W2146714472
10.1109/tgrs.2024.3353225,lai,4,Quantify Wheat Canopy Leaf Angle Distribution Using Terrestrial Laser Scanning Data,2024,2,2.991,2.923,5,1,0.088,Demarez 2008,0,https://openalex.org/W4390787930
10.1016/j.rse.2019.111377,lai,4,Validation of global moderate resolution leaf area index (LAI) products over croplands in northeaste,2019,2,2.99,1.99,2,1,0.342,Fang 2019 LAI review,0,https://openalex.org/W2980339677
10.2307/2004114,field,4,"Handbook of Mathematical Functions with Formulas, Graphs, and Mathematical Tables",1965,2,2.987,2.987,5,0,0.077,Chianucci 2019,0,https://openalex.org/W4300223101
10.1007/s10980-006-9011-4,nlm,4,Neutral models for testing landscape hypotheses,2006,2,2.986,1.986,2,1,0.442,Keitt 2000 spectral NLM,0,https://openalex.org/W2077294790
10.1093/genetics/16.2.97,evo,4,EVOLUTION IN MENDELIAN POPULATIONS,1931,2,2.986,2.986,4,0,0.076,Whittle 1954,0,https://openalex.org/W2171463101
10.1111/j.0022-0477.2004.00921.x,evo,4,An evaluation of alternative dispersal functions for trees,2004,2,2.985,2.932,3,1,0.086,Pacala 1996 SORTIE,0,https://openalex.org/W2053775792
10.3390/rs6054190,lai,4,On Line Validation Exercise (OLIVE): A Web Based Service for the Validation of Medium Resolution Lan,2014,2,2.984,2.082,2,1,0.198,Fang 2019 LAI review,0,https://openalex.org/W2041533898
10.1034/j.1600-0706.2000.880201.x,evo,4,Are plant populations seed‐limited? A review of seed sowing experiments,2000,2,2.982,2.982,4,0,0.069,Nicotra 1999,0,https://openalex.org/W2113064437
10.1080/01621459.1995.10476632,field,4,Fixed-Domain Asymptotics for Spatial Periodograms,1995,2,2.979,2.555,4,1,0.135,Zhang 2004,0,https://openalex.org/W1994778199
10.1007/0-387-24091-8_1,nlm,4,Ecosystem Function in Heterogeneous Landscapes,2007,2,2.978,2.364,2,1,0.16,Keitt 2000 spectral NLM,0,https://openalex.org/W1497269048
10.1002/ecy.3681,light,4,Analyses of three‐dimensional species associations reveal departures from neutrality in a tropical f,2022,2,2.978,2.645,3,1,0.123,Matsuo 2021,0,https://openalex.org/W4221038125
10.1073/pnas.1413650112,evo,4,Plant functional traits and the multidimensional nature of species coexistence,2015,2,2.978,2.978,4,0,0.076,Caswell 1976,0,https://openalex.org/W1993066286
10.1111/j.1461-0248.2006.00904.x,light,4,"Testing metabolic ecology theory for allometric scaling of tree size, growth and mortality in tropic",2006,2,2.977,2.545,3,1,0.136,Montgomery & Chazdon 2001,0,https://openalex.org/W2137183491
10.1111/j.1365-3040.1995.tb00623.x,ms,4,Comparative ecophysiology of leaf and canopy photosynthesis,1995,2,2.975,1.99,2,1,0.209,Hirose 2005,0,https://openalex.org/W2142084805
10.1086/303341,evo,4,Evolutionarily Stable Dispersal Rates Do Not Always Increase with Local Extinction Rates,2000,2,2.974,1.974,2,1,0.304,Hamilton & May 1977,0,https://openalex.org/W2076071427
10.1016/0040-5809(91)90041-d,evo,4,Dispersal in patchy environments: The effects of temporal and spatial structure,1991,2,2.974,2.103,2,0,0.194,Hamilton & May 1977,0,https://openalex.org/W1984515691
10.1890/04-1325,evo,4,"COMPARATIVE SEED SHADOWS OF BIRD-, MONKEY-, AND WIND-DISPERSED TREES",2005,2,2.973,2.814,3,0,0.1,Pacala 1996 SORTIE,0,https://openalex.org/W2075434123
10.1023/a:1012639109366,light,4,Structure and spatial patterns of trees in old-growth northern hardwood and mixed forests of norther,2001,2,2.972,2.283,3,1,0.17,Liu 2018,0,https://openalex.org/W1594472041
10.1111/1365-2664.13973,forest,4,Tree species richness promotes an early increase of stand structural complexity in young subtropical,2021,2,2.972,1.972,3,1,0.227,Ehbrecht 2021,0,https://openalex.org/W3183024667
10.1086/303402,forest,4,"Biodiversity, Stability, and Productivity in Competitive Communities",2000,2,2.972,2.745,4,0,0.109,Caswell 1976,0,https://openalex.org/W2110026580
10.1073/pnas.94.14.7362,forest,4,"A global budget for fine root biomass, surface area, and nutrient contents",1997,2,2.972,2.707,4,0,0.114,Stephenson 2005,0,https://openalex.org/W2132559026
10.1111/j.1744-7429.2007.00316.x,light,4,"Species Dynamics During Early Secondary Forest Succession: Recruitment, Mortality and Species Turnov",2007,2,2.97,2.046,3,1,0.201,Matsuo 2021,0,https://openalex.org/W2168376880
10.1890/0012-9658(1998)079[0564:dpasbd]2.0.co;2,forest,4,DISPERSAL PATTERNS AND SEED BANK DYNAMICS OF PIONEER TREES IN MOIST TROPICAL FOREST,1998,2,2.969,2.764,4,1,0.106,Stephenson 2005,0,https://openalex.org/W2011652527
10.1111/j.1469-8137.2005.01420.x,light,4,Leaf‐level light compensation points in shade‐tolerant woody seedlings,2005,2,2.968,2.332,3,1,0.163,Canham 1994,0,https://openalex.org/W1890246465
10.1046/j.1523-1739.1997.96210.x,nlm,4,The Application of Neutral Landscape Models in Conservation Biology,1997,2,2.968,1.968,2,0,0.251,Keitt 2000 spectral NLM,0,https://openalex.org/W4240077652
10.1038/scientificamerican0575-90,forest,4,Forest Succession,1975,2,2.967,1.967,3,0,0.236,Matsuo 2021,0,https://openalex.org/W4230498481
10.1007/s00190-014-0743-7,field,4,On the Mátern covariance family: a proposal for modeling temporal correlations based on turbulence t,2014,2,2.966,2.564,3,1,0.132,Guttorp & Gneiting 2006,0,https://openalex.org/W2014741713
10.1080/15598608.2010.10411991,field,4,Statistical Inference for Spatial Auto-Linear Processes,2010,2,2.964,2.434,3,1,0.149,Legendre 1993,0,https://openalex.org/W2067609049
10.1007/bf00634595,forest,4,Plasticity and acclimation to light in tropical Moraceae of different sucessional positions,1991,2,2.964,2.964,4,1,0.054,Matsuo 2021,0,https://openalex.org/W1977895944
10.1093/forestscience/55.6.533,stat,4,An Evaluation of Spatial Autocorrelation and Heterogeneity in the Residuals of Six Regression Models,2009,2,2.964,1.964,2,1,0.239,Liu 2018,0,https://openalex.org/W2194771473
10.1890/02-5317,forest,4,BEYOND POTENTIAL VEGETATION: COMBINING LIDAR DATA AND A HEIGHT‐STRUCTURED MODEL FOR CARBON STUDIES,2004,2,2.961,2.514,3,1,0.138,Montgomery & Chazdon 2001,0,https://openalex.org/W2063093293
10.2307/1939121,light,4,Influence of Microtopography and Canopy Species on Spatial Patterns of Forest Understory Plants,1984,2,2.96,2.581,3,0,0.129,Helbach 2022,0,https://openalex.org/W2089115806
10.1016/j.foreco.2018.10.008,forest,4,Effects of structural heterogeneity on the diurnal temperature range in temperate forest ecosystems,2018,2,2.959,1.959,2,1,0.233,Helbach 2022,0,https://openalex.org/W2896016035
10.1007/s00442-002-0974-9,forest,4,Leaf area accumulation helps juvenile evergreen trees tolerate shade in a temperate rainforest,2002,2,2.959,2.573,4,0,0.13,Liu 2018,0,https://openalex.org/W1986797831
10.1111/nph.14009,forest,4,Diversity in plant hydraulic traits explains seasonal and inter‐annual variations of vegetation dyna,2016,2,2.958,2.693,4,0,0.114,Zhu 2016,0,https://openalex.org/W2396938431
10.1046/j.1365-2745.1999.00408.x,forest,4,Foliage area and crown nitrogen turnover in temperate rain forest juvenile trees of differing shade ,1999,2,2.957,2.245,4,1,0.173,Stephenson 2005,0,https://openalex.org/W1990445912
10.2307/2937384,light,4,Seedling Dynamics of a Tropical Tree: Impacts of Herbivory and Meristem Damage,1985,2,2.956,2.721,4,1,0.11,Piper 2018,0,https://openalex.org/W2031900999
10.1890/0012-9658(2006)87[1411:eeont]2.0.co;2,nlm,4,EMPIRICAL EVALUATION OF NEUTRAL THEORY,2006,2,2.956,2.138,2,1,0.187,Keitt 2000 spectral NLM,0,https://openalex.org/W2042099788
10.1016/s0378-1127(03)00029-x,light,4,Changes in vegetation structure and composition along a tropical forest chronosequence: implications,2003,2,2.956,2.411,3,0,0.151,Matsuo 2021,0,https://openalex.org/W2166639519
10.1890/0012-9658(2003)084[0991:zmsrvl]2.0.co;2,stat,4,ZOOPLANKTON METACOMMUNITY STRUCTURE: REGIONAL VS. LOCAL PROCESSES IN HIGHLY INTERCONNECTED PONDS,2003,2,2.955,2.902,3,1,0.086,Hamilton & May 1977,0,https://openalex.org/W2087009357
10.2307/2259345,evo,4,"The Growth, Distribution and Neighbour Relationships of Trifolium Repens in a Permanent Pasture: I. ",1979,2,2.955,2.955,3,0,0.027,Nicotra 1999,0,https://openalex.org/W2316992310
10.1086/285208,forest,4,Complex Trophic Interactions in Deserts: An Empirical Critique of Food-Web Theory,1991,2,2.954,2.833,4,0,0.095,Caswell 1976,0,https://openalex.org/W1999855446
10.1890/03-0266,evo,4,THE INTERMEDIATE DISTURBANCE HYPOTHESIS: PATCH DYNAMICS AND MECHANISMS OF SPECIES COEXISTENCE,2004,2,2.953,2.9,4,0,0.086,Helbach 2022,0,https://openalex.org/W1988092118
10.2307/1940646,evo,4,Is Coexistence of Sonoran Desert Annuals Mediated by Temporal Variability Reproductive Success,1995,2,2.953,2.953,4,0,0.074,Helbach 2022,0,https://openalex.org/W2066181557
10.1046/j.1365-2745.2003.00830.x,evo,4,Seed limitation and the regulation of community structure in oak savanna grassland,2003,2,2.952,2.823,2,0,0.096,Caswell 1976,0,https://openalex.org/W2025329546
10.1126/science.276.5309.122,forest,4,A General Model for the Origin of Allometric Scaling Laws in Biology,1997,2,2.951,2.951,4,0,0.056,Caswell 1976,0,https://openalex.org/W2080843536
10.1016/s0378-1127(02)00540-6,light,4,The effect of thinning intensity on the below-canopy light environment in a Sitka spruce plantation,2002,2,2.951,2.951,4,0,0.07,Matsuo 2021,0,https://openalex.org/W2048754760
10.2307/3545811,nlm,4,Landscape Connectivity and Population Distributions in Heterogeneous Environments,1997,2,2.949,2.305,2,1,0.164,Gardner 1987 NLM,0,https://openalex.org/W2164765688
10.1029/2010jd015139,lai,4,The community Noah land surface model with multiparameterization options (Noah-MP): 1. Model descrip,2011,2,2.948,2.804,4,1,0.098,Fang 2019 LAI review,0,https://openalex.org/W2160741281
10.21829/myb.2014.201180,lai,4,Introducción a la fotografía hemisférica en ciencias forestales,2014,2,2.946,2.946,4,1,0.025,Leblanc 2005,0,https://openalex.org/W1926288628
10.1111/1365-2745.12184,light,4,Trade‐off between light interception efficiency and light use efficiency: implications for species c,2013,2,2.946,2.529,4,0,0.134,Matsuo 2021,0,https://openalex.org/W1998111855
10.1101/2023.07.06.547768,light,4,Influence of Geographical Aspect and Topography on Canopy Openness in Tropical Rainforests of Sri La,2023,2,2.945,2.74,4,1,0.106,Chianucci 2019,0,https://openalex.org/W4383499335
10.1111/j.0021-8790.2004.00877.x,evo,4,Experimental demonstration of species coexistence enabled by dispersal limitation,2004,2,2.945,2.513,3,1,0.136,Hamilton & May 1977,0,https://openalex.org/W1995821490
10.1111/j.1469-185x.1967.tb01419.x,nlm,4,GRADIENT ANALYSIS OF VEGETATION*,1967,2,2.945,2.869,4,0,0.089,Matsuo 2021,0,https://openalex.org/W1999420160
10.1890/0012-9658(2001)082[0389:eolcot]2.0.co;2,light,4,EFFECT OF LIANA CUTTING ON TREE REGENERATION IN A LIANA FOREST IN AMAZONIAN BOLIVIA,2001,2,2.944,2.679,4,1,0.114,Nicotra 1999,0,https://openalex.org/W1992128499
10.1007/978-1-4939-2794-4_6,forest,4,Landscape Disturbance Dynamics,2015,2,2.944,1.959,3,1,0.209,Keitt 2000 spectral NLM,0,https://openalex.org/W2265905747
10.1111/1365-2745.13813,light,4,From canopy complementarity to asymmetric competition: The negative relationship between structural ,2021,2,2.944,1.997,3,1,0.204,Matsuo 2021,0,https://openalex.org/W3217566976
10.22215/etd/2012-07330,lai,4,"Forest change detection and mapping in Gatineau Park, Quėbec, 1987 to 2010 using Landsat imagery",2012,2,2.941,2.941,4,1,0.046,Valladares 2006,0,https://openalex.org/W2183508122
10.1093/forestscience/50.3.342,light,4,"Exploring the Relationships Among Canopy Structure, Stand Productivity, and Biodiversity of Temperat",2004,2,2.94,2.395,3,1,0.151,Stephenson 2005,0,https://openalex.org/W184497053
10.1086/286203,evo,4,Models Suggesting Field Experiments to Test Two Hypotheses Explaining Successional Diversity,1998,2,2.938,2.627,3,1,0.12,Caswell 1976,0,https://openalex.org/W2162570515
10.1111/j.1523-1739.1991.tb00384.x,nlm,4,Biological Consequences of Ecosystem Fragmentation: A Review,1991,2,2.938,2.938,4,0,0.059,Denslow 1987,0,https://openalex.org/W2129775337
10.2307/3545686,forest,4,"Assembly Rules, Null Models, and Trait Dispersion: New Questions from Old Patterns",1995,2,2.938,2.908,4,0,0.083,Runkle 1982,0,https://openalex.org/W2316424987
10.1016/0168-1923(90)90112-j,forest,4,Description and validation of an array model — MAESTRO,1990,2,2.938,2.938,4,0,0.069,Fang 2019 LAI review,0,https://openalex.org/W2069416671
10.2307/1934625,evo,4,Competition and Regional Coexistence,1974,2,2.934,2.434,4,0,0.145,Bolker & Pacala 1999,0,https://openalex.org/W2047129502
10.2307/1940078,light,4,Birch Seedling Responses to Daily Time Courses of Light in Experimental Forest Gaps and Shadehouses,1993,2,2.933,2.441,2,1,0.144,Runkle 1982,0,https://openalex.org/W2092745739
10.1007/978-94-017-3606-0_22,light,4,Tree architecture in a Bornean lowland rain forest: intraspecific and interspecific patterns,2001,2,2.933,2.547,5,0,0.13,Montgomery & Chazdon 2001,0,https://openalex.org/W1602248754
10.2307/2265501,forest,4,An Experimental Study of Plant Community Invasibility,1996,2,2.932,2.796,4,0,0.097,Runkle 1982,0,https://openalex.org/W2149357148
10.1016/j.rse.2013.02.021,forest,4,Direct retrieval of canopy gap probability using airborne waveform lidar,2013,2,2.931,2.779,2,1,0.099,Tang & Dubayah 2017,0,https://openalex.org/W1979361372
10.1046/j.1523-1739.2002.00342.x,forest,4,Extinction Debt at Extinction Threshold,2002,2,2.931,2.931,4,0,0.069,Caswell 1976,0,https://openalex.org/W2049303276
10.1007/978-3-642-93360-8_8,evo,4,Ecological and Evolutionary Aspects of Dispersal,1987,2,2.93,1.93,2,1,0.226,Hamilton & May 1977,0,https://openalex.org/W2212783206
10.1111/j.1365-2745.2006.01179.x,forest,4,Mortality and tree‐size distributions in natural mixed‐age forests,2006,2,2.93,2.521,3,1,0.133,Matsuo 2021,0,https://openalex.org/W1984000480
10.2307/2265590,nlm,4,Using Landscape Indices to Predict Habitat Connectivity,1996,2,2.93,2.347,3,0,0.156,Hamilton & May 1977,0,https://openalex.org/W1974142480
10.2307/3545569,nlm,4,Latitudinal Gradients in Species Diversity: The Search for the Primary Cause,1992,2,2.93,2.832,4,0,0.092,Caswell 1976,0,https://openalex.org/W2167892868
10.1016/s0034-4257(00)00197-8,lai,4,Comparing prediction power and stability of broadband and hyperspectral vegetation indices for estim,2001,2,2.929,2.414,3,1,0.147,Demarez 2008,0,https://openalex.org/W2056352756
10.2307/1310870,forest,4,New Computer Models Unify Ecological Theory,1988,2,2.929,2.406,4,1,0.148,Legendre 1993,0,https://openalex.org/W1978035236
10.1109/tpami.1984.4767596,field,4,"Stochastic Relaxation, Gibbs Distributions, and the Bayesian Restoration of Images",1984,2,2.929,2.929,4,0,0.061,Lindgren 2011 SPDE,0,https://openalex.org/W2020999234
10.1016/j.csda.2007.10.008,field,4,Conditional-mean least-squares fitting of Gaussian Markov random fields to Gaussian fields,2007,2,2.927,2.222,3,1,0.172,Lindgren 2011 SPDE,0,https://openalex.org/W2011189221
10.1016/j.rse.2018.12.032,lai,4,Assessment of red-edge vegetation indices for crop leaf area index estimation,2018,2,2.927,1.927,2,1,0.329,Demarez 2008,0,https://openalex.org/W2907047183
10.2307/1940198,forest,4,Gap Characteristics and Vegetation Response in Coniferous Forests of the Pacific Northwest,1989,2,2.926,2.774,3,0,0.099,Runkle 1982,0,https://openalex.org/W2060750352
10.1016/s0304-3800(99)00188-x,light,4,"Spatial distributions of understory light along the grassland/forest continuum: effects of cover, he",2000,2,2.926,1.926,2,0,0.228,Montgomery & Chazdon 2001,0,https://openalex.org/W2044685646
10.1016/s0378-1127(99)00083-3,lai,4,Assessing alternative allometric algorithms for estimating leaf area of Douglas-fir trees and stands,2000,2,2.925,2.023,2,1,0.198,Inoue 2014 bamboo LAI,0,https://openalex.org/W2136465768
10.1093/treephys/18.10.681,ms,4,"An analysis of light effects on foliar morphology, physiology, and light interception in temperate d",1998,2,2.925,2.781,4,0,0.098,Canham 1994,0,https://openalex.org/W2315979575
,lai,4,The discrete wavelet transform as a precursor to leaf area index estimation and species classificati,2011,2,2.924,2.848,5,1,0.089,Fang 2019 LAI review,0,https://openalex.org/W2580156494
10.1111/1365-2435.12345,light,4,"Community assembly, coexistence and the environmental filtering metaphor",2014,2,2.923,2.665,3,1,0.113,Liu 2018,0,https://openalex.org/W2140575676
10.3159/07-ra-034.1,light,4,Differential effects of understory and overstory gaps on tree regeneration1,2008,2,2.922,2.005,3,1,0.2,Helbach 2022,0,https://openalex.org/W2157415469
10.2307/2403444,light,4,The Ecology of a Tropical Rain Forest: Seasonal Rhythms and Long Term Changes.,1984,2,2.922,2.816,2,1,0.093,Tang & Dubayah 2017,0,https://openalex.org/W1989040161
10.1086/283181,forest,4,Diversity and Stability of Ecological Communities: A Comment on the Role of Empiricism in Ecology,1977,2,2.922,2.877,4,0,0.085,Caswell 1976,0,https://openalex.org/W2050781579
10.2307/2981858,nlm,4,The Fractal Geometry of Nature.,1984,2,2.921,2.921,4,1,0.044,Botkin 1972 JABOWA,0,https://openalex.org/W2800860906
10.1023/a:1009666805688,field,4,A process-convolution approach to modelling temperatures in the North Atlantic Ocean,1998,2,2.92,2.92,4,1,0.036,Runkle 1982,0,https://openalex.org/W1520585082
10.2307/1939572,forest,4,Species Richness of Experimental Productivity Gradients: How Important is Colonization Limitation?,1993,2,2.92,2.329,3,1,0.157,Helbach 2022,0,https://openalex.org/W1989508470
10.1016/j.foreco.2005.02.062,light,4,Landscape pattern and spatial variability of leaf area index in Eastern Amazonia,2005,2,2.92,2.162,3,1,0.179,Liu 2018,0,https://openalex.org/W2063216943
10.1016/j.ecolmodel.2006.05.033,lai,4,Estimation of crown volume for a geometric radiation model from detailed measurements of tree struct,2006,2,2.92,2.776,4,1,0.098,Canham 1994,0,https://openalex.org/W2007941867
10.1038/s41477-021-00879-0,light,4,Implications of size-dependent tree mortality for tropical forest carbon dynamics,2021,2,2.92,2.322,2,1,0.158,Stephenson 2005,0,https://openalex.org/W3146917208
10.1111/j.1461-0248.2005.00741.x,evo,4,When do localized natural enemies increase species richness?,2005,2,2.917,2.531,2,1,0.13,Bolker & Pacala 1999,0,https://openalex.org/W2136125995
10.1016/j.rse.2012.04.002,lai,4,Assessment of vegetation indices for regional crop green LAI estimation from Landsat images over mul,2012,2,2.916,2.295,3,1,0.161,Demarez 2008,0,https://openalex.org/W2012086085
